phi,T0,p0,feasible,pv_err,delay_diff,tau_mis,post_ign_resid,kept_species
0.9,1450.0,101325.0,True,0.04288046499086223,0.007999999999999948,6.040915457083667,0.0,31
1.0,1500.0,101325.0,True,0.6024953372483968,0.37977994212308513,45.92495485556147,0.0,31
0.85,1450.0,101325.0,True,0.09584430128524819,0.01600000000000001,8.25265698767043,0.0,31
0.95,1400.0,101325.0,True,0.8941164223512409,0.7879974701007728,67.90116019316042,0.0,31
